,chunkId,content,heading,StartPage,EndPage,ContentWordCount,pdfName,contentType,image,summary
73,,Primary produce also includes any activity intended to increase the production or quality of aforementioned products or activities.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),1.15 How Would A Po Help The Members?",,,18,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
74,,"Persons engaged in agriculture, horticulture, animal husbandry, fishery, sericulture, apiary, handloom, handicrafts, etc., can become members of appropriate PO.","Farmer Producer Organisations Frequently Asked Questions (Faqs),1.15 How Would A Po Help The Members?",,,19,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
75,,Persons engaged in collection of minor forest produce are also eligible for membership of PO although they gather these from forests and strictly are not producers.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),1.15 How Would A Po Help The Members?",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
76,,1.19  Can a person become member of more than one PO?   Family is the unit of production in rural areas.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),1.15 How Would A Po Help The Members?",,,20,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
77,,Benefits from the PO will accrue to members in proportion to the volume/value of produce given to the PO.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),1.15 How Would A Po Help The Members?",,,19,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
78,,"Therefore, one person from a family can provide the whole produce of the family to the PO and get the same amount of benefit as multiple members providing the same volume/value.","Farmer Producer Organisations Frequently Asked Questions (Faqs),1.15 How Would A Po Help The Members?",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
79,,"If however there are two different POs in the vicinity, each for a different type of produce, say vegetables and milk, one person can become member of both these POs, if the family produces both milk and vegetables.","Farmer Producer Organisations Frequently Asked Questions (Faqs),1.15 How Would A Po Help The Members?",,,38,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
80,33.0,## 1.20 Who Will Manage The Po?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,7,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
81,,Each PO will have an elected Board of Management / Board of Directors as per the bye-laws. The Board can engage professionals to manage its affairs.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),1.20 Who Will Manage The Po?",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
82,,"In the initial years, professional and managerial assistance is usually extended by the POPI. As the leaders of the PO gain experience, they should take over the affairs of the PO completely.","Farmer Producer Organisations Frequently Asked Questions (Faqs),1.20 Who Will Manage The Po?",,,32,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
